id_namespace	id	persistent_id	size_in_bytes	sha256	md5	filename
http://www.druggablegenome.net/	brainatlasadulthuman_gene_attribute_matrix.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/gene_attribute_matrix.txt.gz	1715166	8a34706d7fe48135835a56d88e2dfcb1c80472eee2441f24e590d05507b48695	35c47974b9051eadf35d958cff13d696	gene_attribute_matrix.txt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_gene_attribute_edges.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/gene_attribute_edges.txt.gz	17678947	e020bd18cff4998135e48ea29278b93880e374338c2733e9f92d7fc88c1977b2	a7133f64944aa4cb4b2159c9dd85cdc3	gene_attribute_edges.txt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_gene_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/gene_set_library_up_crisp.gmt.gz	1146714	ca3c46eede99952036f4e0457f45809bb53255399007c34d37d9ef8cb07ed129	b6809c9b9cec5be69deb3e4c8bf9095f	gene_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_gene_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/gene_set_library_dn_crisp.gmt.gz	1293011	828eb88e14c1c0b8c11ff65e45fc0d793c8fcb79b27cee86db66c88bdaae5e34	462a0f04867854d48443c7c9e8204682	gene_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_attribute_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/attribute_set_library_up_crisp.gmt.gz	1345887	d2f7b2850f96af7d0d7887830235e12dd447d2a4ff4f2a997a605225e9b3e381	b05c55feeef1388ff7c970a21efba200	attribute_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_attribute_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/attribute_set_library_dn_crisp.gmt.gz	1482202	f506f07f324e3f58ef87d9b7b604d21c47274cae42e845447e03facae60afff9	a5c928460fbe97b6749a0d3d280536d9	attribute_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_gene_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/gene_similarity_matrix_cosine.txt.gz	769986833	20770ddb8c6a455039802c8de7c87b2968cf10185bd8eb077c54a41c75cc305b	3bfe30da8a87e2716fe860991bde0fb1	gene_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_attribute_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/attribute_similarity_matrix_cosine.txt.gz	597433	16e141babd9ad8dbc7c3a14864462ff827e117db2292d2667b7af1795683419a	941a312e9220c3bda0ecc0833c720746	attribute_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_gene_list_terms.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/gene_list_terms.txt.gz	252121	6b4d370e249afc2a008eec15fc16e63453fcb3f18162ad9cdd4afab904905dbc	688c6bab851f722614805a57a95d701d	gene_list_terms.txt.gz
http://www.druggablegenome.net/	brainatlasadulthuman_attribute_list_entries.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadulthuman/attribute_list_entries.txt.gz	3454	57669170b041297e6ab0c0278a267ba538c983a303b817db6cfa36c6df0359a4	ad8e9ae1c0ceb9de810e9c5954ac4d00	attribute_list_entries.txt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_gene_attribute_matrix.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/gene_attribute_matrix.txt.gz	3720726	ab18df3356a91acec8b89b618c4398a5584cd81945b7fda903c0f0abcbc2ada8	7e9e7c218c989798e49bc011a2f06217	gene_attribute_matrix.txt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_gene_attribute_edges.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/gene_attribute_edges.txt.gz	40863603	18291cc7787588d5af28c7892a28c85434445dba201380743521635f2f1ce278	975642550382cdba581687ed50d4bbcd	gene_attribute_edges.txt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_gene_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/gene_set_library_up_crisp.gmt.gz	2246438	d3878213ea71a7e4261bb2448b41a838ca24f901b38d813e2726a8f32ec9f936	77fab110d2e03e91c9cc9647a2552419	gene_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_gene_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/gene_set_library_dn_crisp.gmt.gz	2356787	2649916d1a93891f24046818dfaa6068a02f0e7d59f9cf6da6c1cac62473b82b	0e8ff753645cf2b378d082a1c1d8b1fe	gene_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_attribute_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/attribute_set_library_up_crisp.gmt.gz	6473172	78e3f05203ee34b4a7d833f7609631ac8a2cc50b2aa12a9af378c8861f6b79df	3546d933dcdf71a221c9788cada9d331	attribute_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_attribute_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/attribute_set_library_dn_crisp.gmt.gz	6443822	da53fc0dc414c6cf87349c7ad527235c457dfd85cbfffcad35e300cfe47d1a8a	3872f8b52d3560a8c71bcf7894b7e607	attribute_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_gene_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/gene_similarity_matrix_cosine.txt.gz	590296230	8dd48afa7376befaa0b279282f305599a51857673b97aab161ea995ee5a56b86	56cc1fe3f628dcad0916ea1607987a20	gene_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_attribute_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/attribute_similarity_matrix_cosine.txt.gz	15954665	120505c5b21f8b66762d1457acec84035f6e3a60db26fbe62e31cecce5b8ec4c	e97b2d35c24041dd4cafe8a57e2c38c6	attribute_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_gene_list_terms.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/gene_list_terms.txt.gz	160325	82ba45b06a54b42c7c6cba9da17ee4433d75f6bb01209c8dee8f97087826f884	be5078df7bd45e304da729623ddd377d	gene_list_terms.txt.gz
http://www.druggablegenome.net/	brainatlasadultmouse_attribute_list_entries.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasadultmouse/attribute_list_entries.txt.gz	23562	7bdb2bf5f7b924de1339ed683f1603b8e89432efd03090a715749de79d8c4292	28ff1b851e1c83d1962d871272f3a696	attribute_list_entries.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_gene_attribute_matrix.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/gene_attribute_matrix.txt.gz	1956981	4dcded5d288c8ea7dcd861ae8ce044ba09b88d2bfa4a970cd8e422db9e2c5383	c6f2158518aaa5c8d4870e8b50c32c87	gene_attribute_matrix.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_gene_attribute_edges.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/gene_attribute_edges.txt.gz	16562855	c521c4ce90dd411459def41608323c535e59d2cdf69630a9b743c8b96dcadf09	2aa05981334657c5933427f9bc558ec7	gene_attribute_edges.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_gene_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/gene_set_library_up_crisp.gmt.gz	1486866	cf057214db305959c4c77d3537747d9d8337e1ee05a29eff4f38e034cfe6bb04	3cc3095b2338050debfd818cc1bb2d4a	gene_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_gene_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/gene_set_library_dn_crisp.gmt.gz	1623686	35bcb6cd680fc5d0de8c004ee22f63ad898dbf7c76e423b1f4de30e6e04c3228	10cb6d6e4ea399759aa9ecf31f8aac25	gene_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_attribute_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/attribute_set_library_up_crisp.gmt.gz	1931451	9f9ca3d87f42abb630d29ffeab1dab7bc0a9022b5bfac552521fe8d8cf059864	f42ae9b5c251857cc5ac2f09df1e2dce	attribute_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_attribute_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/attribute_set_library_dn_crisp.gmt.gz	1973514	7a308e5071dd52ba31f9b7961e6f65bb11c4f1b325c674c45670423be5e1075d	34db6d9bfdcda6dbb10043530a383bd1	attribute_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_gene_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/gene_similarity_matrix_cosine.txt.gz	707077529	5310a1d4e1b00bd38f339d137309431617f5105265b50c523f17923740882cd4	8785e1fa30ffea7044c0e53c31655b5f	gene_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_attribute_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/attribute_similarity_matrix_cosine.txt.gz	848287	0948369fcbc07462038fd07b82e329346fb36514f54c60febea6b96ccbade92c	31d376c51a8ed7676b4e7623bd864602	attribute_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_gene_list_terms.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/gene_list_terms.txt.gz	190880	11c7c2d84df5ba782517089247abc1c5a3a0e6ff4e07f34fd1136e4827e62142	925f5a4ba5ee1591609d15775a4a019d	gene_list_terms.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanmicroarray_attribute_list_entries.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanmicroarray/attribute_list_entries.txt.gz	3199	db496a5ce2d79141bcf893d128362669bfa96569dc41f87f33827a14394b810c	d29bba42018aa727955d651b2967968e	attribute_list_entries.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_gene_attribute_matrix.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/gene_attribute_matrix.txt.gz	1631422	0609e5607932ca906825d7eeb59cc98b40f003b73e86fad606419d37fb44ed6d	ae6a652856c22a613ee27f199a62d42e	gene_attribute_matrix.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_gene_attribute_edges.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/gene_attribute_edges.txt.gz	15554230	f155322cf9a4d8eab25d17ecff9fb675bd796eccc55581622f820ec18b0188c4	ddc00cc9d7c6b12fcc575d52f91e6698	gene_attribute_edges.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_gene_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/gene_set_library_up_crisp.gmt.gz	1054799	5255471212916a7c5bb90cbc99b24ea42f0f32f29f031d9f78c707e60c38cd9d	200b1b06011c6b2671e0649e627c1b29	gene_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_gene_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/gene_set_library_dn_crisp.gmt.gz	1229196	0e86d34dcec9bae2f193f9215efb3d2f2a26cc4df6c0c967369f08634c0d59d8	50b68cc2e52e961f6968407f36b4a710	gene_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_attribute_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/attribute_set_library_up_crisp.gmt.gz	1715445	72ea65595f3cb5f3d9f3b92ed8816df5a0dda9693fb331e251901bcfdd207989	d63a8fef22c3f2742be56a84804a1249	attribute_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_attribute_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/attribute_set_library_dn_crisp.gmt.gz	1789733	df708f4e6e1a63c789caa9efbf09048236290a32a486cd7952c1955bb706a944	9152512ddcefc4d382e0cc4ad0601a6f	attribute_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_gene_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/gene_similarity_matrix_cosine.txt.gz	575074158	5334e64736a9f35e1edd7dcdc9d5150acddd8d528e98f96be3fd6972746fea35	cfffbb502235971f7950cd64a005ebd4	gene_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_attribute_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/attribute_similarity_matrix_cosine.txt.gz	975707	f7428c0ffac6b6a26f3473188c01bbe0fa3001fe54b4fe9815fe37e69feee303	07b4faca4921b782b778529f1485de67	attribute_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_gene_list_terms.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/gene_list_terms.txt.gz	168694	e80cb4d1b22d21d4f6cb1a366834c7200de96a1995773f5f3dbfaefc60a48993	dbf1afd3ddb278a5afcee934666d57f9	gene_list_terms.txt.gz
http://www.druggablegenome.net/	brainatlasdevelopmentalhumanrnaseq_attribute_list_entries.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasdevelopmentalhumanrnaseq/attribute_list_entries.txt.gz	3432	317992fd235baafb826a3b791a8c3e0e891f4202d9f3295bd129c3aeb8c23593	0c9fe29ddbd3279775d4b34253950110	attribute_list_entries.txt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_gene_attribute_matrix.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/gene_attribute_matrix.txt.gz	2423441	8e5a77369ba659870be310064c4ea520c74a7986375cfdb383460ad00eaffe96	8be08bfca27816645428d9aff706bcbf	gene_attribute_matrix.txt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_gene_attribute_edges.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/gene_attribute_edges.txt.gz	23310026	a9082cc10997ab1985d1afb9a194f3dbb056b18d87830658c4a7a2acbb1161a1	fbdd8e89809d377cc4b84ebb9881dea3	gene_attribute_edges.txt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_gene_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/gene_set_library_up_crisp.gmt.gz	1940777	6aa769c99b188ce8e075513cb0e8d79d657ff4c7c144ee52bd3b1e779a520e13	3de69e601d1a76effed93b72f62f09c1	gene_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_gene_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/gene_set_library_dn_crisp.gmt.gz	2031923	7ed359f86ed6682c44620c2cc21e520515230bac36ea6d29b2b9fbb04037092d	59070dc0d9a28205b41fe5f32ba36ff9	gene_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_attribute_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/attribute_set_library_up_crisp.gmt.gz	2261009	13711a37510a503c696ab7404cc04a5cc5769c796bd9389cab092497dbc46e6c	5543c9abcdecaf11f80caf2d1e1930d6	attribute_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_attribute_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/attribute_set_library_dn_crisp.gmt.gz	2220732	f1825ba790be95d034d3e9b4db16aedb90619eeab86b4983b05d8b295a472c31	49b4e8554e6c8f5af342df7438d1abe5	attribute_set_library_dn_crisp.gmt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_gene_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/gene_similarity_matrix_cosine.txt.gz	809036659	cb09e3673150a945dc7931de6464629c7f600e885f985bc12febc2040d4e36b4	62fc9c61c3f3eee6a0e09ca010dfb509	gene_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_attribute_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/attribute_similarity_matrix_cosine.txt.gz	926071	8f7160e88f8cff36e880455933763e1d8f49b7d5aa96d94a4af32508eeef37ae	be7eae0f068900bfdeb1ff9195272d72	attribute_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_gene_list_terms.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/gene_list_terms.txt.gz	263646	439a576f9ab7f9fd41163f8cea3759b85ca1dd833507b5675411e19ad9cd9603	74b3031e6051bc2c895555b0d9f3bf12	gene_list_terms.txt.gz
http://www.druggablegenome.net/	brainatlasprenatalhuman_attribute_list_entries.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/brainatlasprenatalhuman/attribute_list_entries.txt.gz	4747	b0511936b150ef8b7f37648e898d5a3af64337e3da2f6b4ac77389a74cb734c5	65a09eca880b24aa462ab3e78f7ff100	attribute_list_entries.txt.gz
http://www.druggablegenome.net/	bind_gene_attribute_matrix.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/bind/gene_attribute_matrix.txt.gz	846588	2d322d4d8cb0d7f2b8405a509f99cc627250a1b909645ee0f841d90050da5dab	1a52b676282d2a7498001237cc123717	gene_attribute_matrix.txt.gz
http://www.druggablegenome.net/	bind_gene_attribute_edges.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/bind/gene_attribute_edges.txt.gz	198989	9edcf672344cdb3cfa6da2035a60dde1a2e4d79d81504c670bbeb607716a6781	6124565add789bd9f9a4b22062fc4d27	gene_attribute_edges.txt.gz
http://www.druggablegenome.net/	bind_gene_set_library_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/bind/gene_set_library_crisp.gmt.gz	88225	a3b3c6acdb77807b75b540ca5f165bbc874863a5fc22d4fc875cfe850d2f63a7	30a7a2543d66cc8169a8ea80eb1b2c0d	gene_set_library_crisp.gmt.gz
http://www.druggablegenome.net/	bind_attribute_set_library_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/bind/attribute_set_library_crisp.gmt.gz	94730	cf58511d7b5fce5685ac85aa7a3428d7a0b3fa3b69bfb5a92a4816cedb1a9cb1	1c18ce8ab3b2950250d7e9139e915f6c	attribute_set_library_crisp.gmt.gz
http://www.druggablegenome.net/	bind_gene_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/bind/gene_similarity_matrix_cosine.txt.gz	5967798	d8df1582568507400c40e49659dd1e9817a40b49b076b9b7ceb2dcaf0f037d6b	e58710845a9caee3f252694da459fc75	gene_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	bind_attribute_similarity_matrix_cosine.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/bind/attribute_similarity_matrix_cosine.txt.gz	5967798	d8df1582568507400c40e49659dd1e9817a40b49b076b9b7ceb2dcaf0f037d6b	e58710845a9caee3f252694da459fc75	attribute_similarity_matrix_cosine.txt.gz
http://www.druggablegenome.net/	bind_gene_list_terms.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/bind/gene_list_terms.txt.gz	40855	be0db67566115f09e80eece47fa4a786874e2df61e1d5759ca41ba8e8e0d6167	8bcbf72a8b0df66940b1f48ff80307a4	gene_list_terms.txt.gz
http://www.druggablegenome.net/	bind_attribute_list_entries.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/bind/attribute_list_entries.txt.gz	40855	be0db67566115f09e80eece47fa4a786874e2df61e1d5759ca41ba8e8e0d6167	8bcbf72a8b0df66940b1f48ff80307a4	attribute_list_entries.txt.gz
http://www.druggablegenome.net/	biogpsnci60_gene_attribute_matrix.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/biogpsnci60/gene_attribute_matrix.txt.gz	516372	d60af8c3420343961566ce34770f35aade8c322597309ee9110d3591626b9a19	607e96c1a4b7522035a1f6d507f6771d	gene_attribute_matrix.txt.gz
http://www.druggablegenome.net/	biogpsnci60_gene_attribute_edges.txt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/biogpsnci60/gene_attribute_edges.txt.gz	2819745	40b32b7676197bfa2428d3c5664fa4c28082d8a1a0e54a3951346b0d27070d6e	e13bf6301788539c9bff1cbb0c501fb0	gene_attribute_edges.txt.gz
http://www.druggablegenome.net/	biogpsnci60_gene_set_library_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/biogpsnci60/gene_set_library_crisp.gmt.gz	98487	b4656b6b46f58ccd518185502b483029f44b820133539c05c6b9c623b3caf488	bdd8f9d68d173cfb331d0c4a8605fcb8	gene_set_library_crisp.gmt.gz
http://www.druggablegenome.net/	biogpsnci60_gene_set_library_up_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/biogpsnci60/gene_set_library_up_crisp.gmt.gz	240502	e739e1149cf1388defebdfaee71d5fc8f77b98d5100d5ad2d5a1410c8c52cd93	65ff3ad1e96eeb18f8e17e27ad1397cd	gene_set_library_up_crisp.gmt.gz
http://www.druggablegenome.net/	biogpsnci60_gene_set_library_dn_crisp.gmt.gz	https://maayanlab.cloud/static/hdfs/harmonizome/data/biogpsnci60/gene_set_library_dn_crisp.gmt.gz	226147	e86ad2ec5e90e18c79ae5830dfb17b08936383144710637e04d637355cd578d7	f43e79c274cc767d7f9c31efc05e243e	gene_set_library_dn_crisp.gmt.gz
